trip_id,driver_id,vehicle_type,pickup_area,dropoff_area,distance_km,time_of_day,day_of_week,traffic_index,weather,planned_duration_min,actual_duration_min,delivery_status,driver_experience_days
1626,142,scooter,suburb,old_city,14.18,14,Wednesday,0.57,clear,35.45,67.8,delayed,257
1143,135,bike,old_city,industrial,11.47,22,Sunday,0.43,clear,38.23,65.31,delayed,943
897,106,scooter,tech_park,central,24.44,15,Monday,0.13,clear,61.1,69.48,on_time,662
716,115,scooter,suburb,suburb,16.2,10,Saturday,0.71,clear,40.5,68.1,delayed,224
86,120,car,suburb,suburb,3.05,22,Friday,0.16,clear,6.1,12.87,on_time,729
1630,105,scooter,old_city,central,16.54,18,Monday,0.76,rain,41.35,107.17,delayed,334
1852,104,car,suburb,old_city,6.65,0,Friday,0.39,clear,13.3,18.18,on_time,45
281,102,car,central,tech_park,7.78,22,Friday,0.15,rain,15.56,19.88,on_time,679
1432,116,bike,tech_park,central,11.93,12,Thursday,0.49,clear,39.77,63.49,delayed,993
1996,140,scooter,central,old_city,24.52,13,Friday,0.43,clear,61.3,105.86,delayed,856
1613,143,bike,tech_park,tech_park,8.82,22,Friday,0.22,fog,29.4,,on_time,295
1653,105,scooter,suburb,central,13.23,6,Saturday,0.38,clear,33.07,54.39,delayed,211
1310,135,scooter,tech_park,old_city,18.53,1,Wednesday,0.68,clear,46.33,99.25,delayed,109
338,125,car,tech_park,suburb,14.74,5,Tuesday,0.55,clear,29.48,47.03,delayed,965
765,116,car,tech_park,suburb,11.46,21,Thursday,0.34,rain,22.92,40.07,delayed,512
1298,137,car,old_city,tech_park,18.38,8,Tuesday,0.81,rain,36.76,110.62,delayed,41
906,123,bike,industrial,suburb,13.75,13,Friday,0.51,rain,45.83,96.0,delayed,197
223,110,bike,industrial,tech_park,23.31,12,Monday,0.44,rain,77.7,139.54,delayed,474
496,139,scooter,tech_park,central,21.26,17,Sunday,0.63,clear,53.15,87.63,delayed,911
480,125,scooter,central,suburb,9.21,16,Tuesday,0.41,fog,23.03,36.36,on_time,816
45,112,bike,central,old_city,7.86,23,Monday,0.46,clear,26.2,,delayed,232
2389,111,scooter,industrial,old_city,17.94,20,Sunday,0.52,clear,44.85,85.9,delayed,925
2374,102,scooter,industrial,suburb,17.27,22,Monday,0.39,clear,43.17,70.67,delayed,899
1119,105,scooter,tech_park,suburb,1.09,11,Sunday,0.36,clear,2.73,1.0,on_time,68
1603,143,scooter,suburb,industrial,10.45,11,Saturday,0.31,clear,26.12,39.93,on_time,628
2153,111,bike,suburb,industrial,7.7,9,Friday,0.89,clear,25.67,48.43,delayed,647
1070,120,bike,suburb,industrial,14.25,20,Thursday,0.68,clear,47.5,83.02,delayed,556
165,131,bike,suburb,old_city,9.76,18,Friday,0.83,clear,32.53,68.62,delayed,358
1937,127,scooter,tech_park,industrial,11.12,3,Tuesday,0.2,clear,27.8,32.95,on_time,892
306,142,scooter,suburb,old_city,13.84,10,Friday,0.82,clear,34.6,82.38,delayed,541
1051,117,bike,tech_park,suburb,2.58,15,Sunday,0.36,fog,8.6,11.09,on_time,73
1595,110,scooter,suburb,old_city,18.24,10,Tuesday,0.9,clear,45.6,106.12,delayed,57
381,111,scooter,central,suburb,3.89,8,Monday,0.68,clear,9.72,18.58,on_time,59
35,143,bike,old_city,suburb,1.94,17,Wednesday,0.73,clear,6.47,,on_time,144
261,123,scooter,central,old_city,2.0,5,Monday,0.43,rain,5.0,13.35,on_time,824
1008,105,bike,industrial,old_city,18.9,20,Monday,0.29,rain,63.0,122.84,delayed,900
513,117,bike,old_city,old_city,18.17,18,Friday,0.56,clear,60.57,119.1,delayed,84
455,116,bike,old_city,suburb,10.79,13,Tuesday,0.4,clear,35.97,53.5,delayed,416
1746,128,scooter,suburb,old_city,16.5,20,Sunday,0.46,rain,41.25,101.12,delayed,421
1999,137,scooter,tech_park,suburb,23.47,18,Tuesday,0.83,clear,58.67,101.64,delayed,572
575,101,scooter,suburb,industrial,23.38,2,Saturday,0.22,rain,58.45,99.34,delayed,432
1149,103,bike,industrial,central,3.67,0,Thursday,0.36,clear,12.23,14.63,on_time,733
1056,117,bike,old_city,suburb,16.43,14,Tuesday,0.38,clear,54.77,,delayed,362
717,129,car,industrial,central,17.41,21,Saturday,0.56,clear,34.82,51.07,delayed,109
598,109,scooter,industrial,industrial,14.91,11,Wednesday,0.13,clear,37.27,35.72,on_time,324
1229,144,scooter,suburb,old_city,4.29,15,Wednesday,0.34,clear,10.72,20.59,on_time,544
2214,118,bike,central,old_city,21.8,5,Sunday,0.36,clear,72.67,119.85,delayed,349
2403,114,bike,suburb,old_city,6.36,6,Sunday,0.44,clear,21.2,45.26,delayed,467
1748,123,bike,industrial,suburb,23.97,10,Sunday,0.86,rain,79.9,191.65,delayed,483
440,148,bike,tech_park,industrial,22.52,3,Monday,0.37,clear,75.07,102.54,delayed,374
92,145,bike,old_city,industrial,5.42,20,Thursday,0.35,rain,18.07,31.66,on_time,40
1547,136,scooter,central,old_city,8.46,15,Wednesday,0.35,clear,21.15,33.81,on_time,583
329,105,car,industrial,tech_park,16.12,13,Tuesday,0.46,clear,32.24,55.7,delayed,484
1800,145,bike,central,central,14.36,1,Monday,0.58,rain,47.87,93.79,delayed,941
2421,147,scooter,central,central,9.95,9,Sunday,0.87,clear,24.87,41.03,delayed,409
1445,112,scooter,tech_park,old_city,7.38,13,Tuesday,0.28,clear,18.45,28.38,on_time,171
1233,142,bike,tech_park,central,5.48,16,Saturday,0.2,rain,18.27,26.3,on_time,636
921,141,car,industrial,tech_park,9.72,12,Thursday,0.45,clear,19.44,25.95,on_time,104
1695,113,scooter,tech_park,industrial,,19,Saturday,0.72,clear,56.02,103.77,delayed,294
551,126,scooter,suburb,suburb,5.42,21,Friday,0.52,clear,13.55,24.13,on_time,628
1162,117,scooter,tech_park,tech_park,8.12,5,Wednesday,0.31,clear,20.3,29.61,on_time,371
1464,103,car,central,old_city,16.37,2,Sunday,0.46,clear,32.74,51.3,delayed,165
1763,121,car,suburb,old_city,20.07,6,Saturday,0.36,fog,40.14,74.64,delayed,428
269,145,car,industrial,tech_park,12.55,12,Wednesday,0.34,fog,25.1,26.8,on_time,521
1942,117,bike,suburb,industrial,3.7,21,Thursday,0.15,clear,12.33,8.44,on_time,197
1585,148,scooter,tech_park,industrial,24.02,23,Saturday,0.41,clear,60.05,89.58,delayed,996
1126,144,scooter,central,industrial,22.28,9,Sunday,0.72,clear,55.7,99.81,delayed,143
464,113,scooter,old_city,suburb,6.63,18,Saturday,0.77,clear,16.57,38.43,delayed,94
318,100,car,central,industrial,4.06,21,Monday,0.41,,8.12,17.77,on_time,966
2296,112,car,tech_park,tech_park,1.53,7,Sunday,0.6,rain,3.06,8.15,on_time,859
2248,110,bike,suburb,old_city,12.53,19,Wednesday,0.82,clear,41.77,96.39,delayed,341
1102,114,scooter,old_city,tech_park,14.09,6,Tuesday,0.37,rain,35.22,71.06,delayed,727
566,122,bike,tech_park,central,16.79,11,Sunday,0.53,rain,55.97,112.7,delayed,87
696,119,scooter,suburb,suburb,16.1,22,Wednesday,0.33,rain,40.25,67.61,delayed,739
1525,130,car,suburb,old_city,17.92,14,Saturday,0.33,rain,35.84,67.19,delayed,462
77,147,scooter,tech_park,suburb,19.51,8,Saturday,0.54,rain,48.77,94.5,delayed,449
1558,124,scooter,suburb,old_city,14.36,9,Wednesday,0.77,rain,35.9,95.31,delayed,130
2192,120,scooter,old_city,old_city,7.95,12,Wednesday,0.56,clear,19.88,40.33,delayed,450
1330,126,bike,suburb,central,18.95,15,Friday,0.45,fog,63.17,106.76,delayed,444
1957,110,bike,industrial,suburb,1.56,7,Wednesday,0.39,clear,5.2,5.79,on_time,61
904,142,scooter,central,central,16.63,15,Wednesday,0.24,rain,41.57,64.25,delayed,286
1390,137,car,old_city,industrial,23.68,0,Thursday,0.16,clear,47.36,73.26,delayed,268
1113,114,bike,suburb,central,12.72,6,Sunday,0.29,rain,42.4,78.19,delayed,409
1010,142,bike,tech_park,suburb,19.23,5,Tuesday,0.23,clear,64.1,86.17,delayed,502
91,122,bike,tech_park,industrial,22.6,5,Wednesday,0.46,clear,75.33,100.78,delayed,663
217,102,car,tech_park,tech_park,,8,Thursday,0.77,fog,27.22,49.8,delayed,688
1568,122,scooter,old_city,suburb,6.99,11,Saturday,0.25,rain,17.47,40.23,delayed,137
859,107,car,tech_park,tech_park,9.41,2,Sunday,0.34,clear,18.82,23.83,on_time,636
271,117,car,suburb,suburb,1.34,11,Wednesday,0.43,clear,2.68,6.46,on_time,959
2425,106,bike,old_city,industrial,2.35,12,Thursday,0.25,clear,7.83,19.42,on_time,151
260,123,scooter,central,old_city,23.77,2,Monday,0.42,fog,59.42,120.38,delayed,913
2217,110,scooter,old_city,suburb,17.55,23,Sunday,0.4,fog,43.88,85.4,delayed,166
930,123,bike,tech_park,industrial,10.35,12,Friday,0.32,clear,34.5,50.65,delayed,366
2417,145,bike,suburb,industrial,3.03,12,Sunday,0.55,clear,10.1,16.24,on_time,411
1809,102,bike,central,tech_park,23.96,2,Sunday,0.42,clear,79.87,107.84,delayed,708
956,129,car,suburb,tech_park,6.21,18,Friday,0.93,clear,12.42,19.86,on_time,116
1620,129,scooter,suburb,industrial,7.3,5,Wednesday,0.32,clear,18.25,13.76,on_time,271
204,129,scooter,industrial,central,20.29,13,Sunday,0.52,fog,50.72,90.78,delayed,562
452,107,scooter,industrial,central,24.68,7,Saturday,0.44,clear,61.7,92.63,delayed,645
1220,107,scooter,old_city,suburb,24.67,7,Saturday,0.52,rain,61.68,144.66,delayed,473
961,143,car,suburb,old_city,8.28,14,Tuesday,0.44,rain,16.56,30.88,on_time,364
317,100,bike,central,industrial,2.66,2,Sunday,0.43,rain,8.87,18.24,on_time,102
1784,117,scooter,tech_park,old_city,17.71,15,Thursday,0.19,clear,44.27,67.75,delayed,273
674,111,bike,suburb,suburb,3.24,18,Wednesday,0.64,clear,10.8,20.9,on_time,607
2008,102,bike,central,industrial,10.77,23,Saturday,0.62,rain,35.9,76.23,delayed,268
1284,131,car,suburb,old_city,21.06,22,Saturday,0.42,clear,42.12,72.19,delayed,139
1731,102,scooter,industrial,old_city,15.64,8,Monday,0.9,fog,39.1,98.83,delayed,193
1447,114,scooter,old_city,central,2.18,4,Tuesday,0.35,clear,5.45,18.13,on_time,541
745,136,bike,tech_park,tech_park,8.73,7,Wednesday,0.55,fog,29.1,42.6,on_time,798
172,110,car,industrial,central,,22,Friday,0.37,clear,31.46,39.55,on_time,130
2049,127,car,suburb,industrial,18.69,13,Monday,0.17,fog,37.38,44.03,on_time,881
1950,135,scooter,suburb,industrial,8.2,7,Wednesday,0.61,clear,20.5,37.71,delayed,529
335,119,scooter,industrial,industrial,20.99,22,Saturday,0.49,clear,52.47,87.99,delayed,540
1053,118,scooter,central,suburb,18.56,12,Saturday,0.56,clear,46.4,62.92,delayed,359
1261,130,scooter,industrial,old_city,14.17,21,Wednesday,0.17,clear,35.42,45.47,on_time,158
1393,142,scooter,suburb,tech_park,21.25,10,Wednesday,0.6,fog,53.12,89.39,delayed,839
191,128,car,old_city,central,11.44,4,Thursday,0.16,rain,22.88,27.05,on_time,342
2188,131,scooter,old_city,central,16.69,19,Saturday,0.84,clear,41.73,89.26,delayed,623
63,146,scooter,central,old_city,4.06,8,Friday,0.74,clear,10.15,14.2,on_time,691
668,118,scooter,suburb,central,5.82,14,Friday,0.29,clear,14.55,15.74,on_time,618
518,118,car,central,tech_park,2.32,20,Wednesday,0.17,clear,4.64,8.45,on_time,84
1879,101,car,industrial,central,1.36,11,Friday,0.41,clear,2.72,3.25,on_time,464
1823,116,car,suburb,old_city,14.94,17,Tuesday,0.61,clear,29.88,55.29,delayed,823
97,116,scooter,central,suburb,12.75,14,Wednesday,0.68,clear,31.88,55.71,delayed,948
89,149,bike,central,suburb,16.2,6,Monday,0.39,fog,54.0,79.88,delayed,756
957,147,scooter,suburb,industrial,18.25,15,Thursday,0.35,clear,45.62,61.29,delayed,336
790,104,scooter,tech_park,industrial,10.51,8,Friday,0.72,clear,26.27,51.87,delayed,775
1979,141,bike,suburb,old_city,23.05,15,Monday,0.44,clear,76.83,136.4,delayed,481
1367,111,bike,industrial,old_city,8.12,4,Tuesday,0.42,clear,27.07,47.94,delayed,449
1573,123,bike,central,suburb,6.82,2,Tuesday,0.63,clear,22.73,42.02,delayed,230
58,127,bike,tech_park,central,13.83,11,Tuesday,0.41,clear,46.1,62.36,delayed,952
1109,130,bike,tech_park,suburb,6.1,15,Wednesday,0.18,fog,20.33,36.34,delayed,401
2407,112,car,central,old_city,17.47,20,Friday,0.48,clear,34.94,56.08,delayed,180
1263,108,scooter,tech_park,old_city,16.47,14,Monday,0.56,clear,41.17,76.3,delayed,920
1132,148,scooter,suburb,suburb,10.17,3,Tuesday,0.2,clear,25.42,32.85,on_time,768
1505,127,scooter,central,tech_park,23.67,21,Sunday,0.35,clear,59.18,76.75,delayed,446
2167,120,scooter,industrial,old_city,18.33,12,Saturday,0.36,clear,45.82,80.01,delayed,163
2455,106,bike,industrial,old_city,17.15,13,Thursday,0.44,clear,57.17,101.44,delayed,563
1738,131,scooter,central,industrial,14.46,16,Wednesday,0.44,clear,36.15,60.82,delayed,116
2411,112,scooter,industrial,central,17.19,8,Monday,0.73,clear,42.98,79.28,delayed,150
2321,148,scooter,suburb,tech_park,23.34,12,Sunday,0.3,clear,58.35,72.8,on_time,363
902,126,bike,industrial,suburb,9.11,7,Sunday,0.54,clear,30.37,46.77,delayed,314
1601,135,scooter,industrial,central,3.68,22,Friday,0.28,clear,9.2,11.91,on_time,301
468,143,car,suburb,old_city,19.47,9,Wednesday,0.66,fog,38.94,88.36,delayed,722
345,127,scooter,tech_park,suburb,13.13,13,Wednesday,0.15,rain,32.83,50.65,delayed,519
2375,110,scooter,central,tech_park,3.21,1,Saturday,0.55,clear,8.02,18.73,on_time,857
636,136,bike,central,central,17.71,0,Wednesday,0.4,rain,59.03,109.53,delayed,478
629,135,scooter,suburb,industrial,16.54,8,Saturday,0.85,clear,41.35,84.65,delayed,581
18,115,scooter,central,old_city,13.71,1,Monday,0.4,fog,34.27,68.99,delayed,38
1307,117,car,industrial,industrial,15.8,13,Wednesday,0.63,clear,31.6,46.02,on_time,358
1786,147,scooter,suburb,old_city,3.01,3,Thursday,0.63,clear,7.52,7.4,on_time,147
1517,144,bike,suburb,central,17.68,19,Sunday,0.67,clear,58.93,99.15,delayed,920
1621,122,scooter,tech_park,old_city,18.65,4,Saturday,0.12,rain,46.62,93.72,delayed,314
881,138,scooter,suburb,central,20.19,5,Friday,0.33,rain,50.48,84.19,delayed,653
1561,145,scooter,industrial,industrial,4.8,3,Tuesday,0.27,fog,12.0,16.61,on_time,116
1327,123,scooter,suburb,central,11.76,16,Saturday,0.57,clear,29.4,53.09,delayed,290
439,140,car,central,tech_park,18.63,12,Wednesday,0.56,clear,37.26,53.67,delayed,175
450,126,scooter,old_city,central,22.88,17,Sunday,0.82,clear,57.2,128.51,delayed,715
2258,139,bike,suburb,central,23.84,4,Thursday,0.47,clear,79.47,122.08,delayed,160
862,111,bike,tech_park,industrial,1.49,17,Wednesday,0.83,clear,4.97,9.79,on_time,169
1355,120,bike,suburb,central,17.38,6,Sunday,0.34,clear,57.93,76.18,delayed,736
1952,148,bike,old_city,central,8.45,8,Tuesday,0.7,,28.17,61.43,delayed,467
750,144,scooter,industrial,suburb,,0,Saturday,0.55,clear,26.95,37.76,on_time,724
232,110,bike,tech_park,suburb,21.2,23,Thursday,0.3,clear,70.67,90.82,delayed,463
936,122,scooter,old_city,central,22.95,12,Wednesday,0.32,clear,57.37,103.51,delayed,928
1563,140,bike,tech_park,suburb,11.59,9,Sunday,0.96,clear,38.63,75.15,delayed,935
1922,118,bike,suburb,tech_park,,7,Thursday,0.57,clear,43.2,76.8,delayed,875
1710,130,car,tech_park,central,16.35,22,Tuesday,0.26,clear,32.7,50.04,delayed,843
1870,102,car,old_city,industrial,6.62,13,Saturday,0.54,clear,13.24,30.63,delayed,316
772,135,bike,suburb,industrial,20.83,15,Tuesday,0.66,clear,69.43,120.81,delayed,219
1338,130,bike,tech_park,industrial,13.67,7,Wednesday,0.37,rain,45.57,80.53,delayed,316
24,134,scooter,old_city,tech_park,10.24,22,Monday,0.25,clear,25.6,28.68,on_time,764
2027,131,scooter,central,industrial,10.62,11,Saturday,0.17,clear,26.55,29.36,on_time,649
494,143,bike,suburb,suburb,2.19,18,Tuesday,0.58,clear,7.3,6.77,on_time,946
1619,100,scooter,central,suburb,23.1,11,Tuesday,0.43,rain,57.75,106.95,delayed,961
857,104,scooter,suburb,central,16.66,9,Friday,0.76,,41.65,72.74,delayed,421
555,110,bike,central,suburb,2.33,6,Wednesday,0.32,rain,7.77,15.78,on_time,957
1538,125,bike,suburb,old_city,1.23,8,Friday,0.57,clear,4.1,6.96,on_time,921
1350,124,bike,central,suburb,5.4,10,Monday,0.77,rain,18.0,,delayed,258
1900,109,scooter,tech_park,industrial,19.03,7,Sunday,0.26,rain,47.58,74.93,delayed,579
130,133,car,suburb,suburb,20.03,6,Tuesday,0.48,clear,40.06,69.3,delayed,672
937,100,scooter,central,industrial,11.53,12,Sunday,0.48,clear,28.82,46.45,delayed,776
981,149,car,central,old_city,10.39,17,Sunday,0.63,clear,20.78,38.76,delayed,793
189,144,bike,old_city,old_city,19.86,14,Saturday,0.62,rain,66.2,169.08,delayed,800
1636,146,scooter,suburb,industrial,23.47,14,Monday,0.33,rain,58.67,100.08,delayed,369
2187,131,car,suburb,industrial,6.37,10,Sunday,0.66,clear,12.74,28.51,delayed,747
756,101,scooter,old_city,central,16.32,14,Sunday,0.35,fog,40.8,83.92,delayed,282
2086,111,scooter,industrial,suburb,23.85,12,Monday,0.39,fog,59.62,95.76,delayed,626
1878,149,scooter,central,old_city,22.87,22,Tuesday,0.37,rain,57.17,118.56,delayed,161
1462,144,bike,suburb,tech_park,6.42,1,Thursday,0.41,clear,21.4,27.89,on_time,915
1884,117,bike,old_city,tech_park,19.55,15,Tuesday,0.59,clear,65.17,127.23,delayed,609
2210,127,scooter,industrial,old_city,21.39,11,Sunday,0.53,fog,53.48,111.53,delayed,537
309,118,bike,tech_park,central,8.44,23,Tuesday,0.37,clear,28.13,40.95,on_time,340
1627,142,bike,central,suburb,12.96,13,Saturday,0.33,clear,43.2,57.69,on_time,641
1451,129,bike,central,old_city,5.08,10,Friday,0.88,clear,16.93,51.83,delayed,638
995,113,bike,industrial,industrial,8.6,11,Saturday,0.54,,28.67,55.27,delayed,804
282,139,bike,tech_park,tech_park,11.5,18,Saturday,0.91,clear,38.33,73.38,delayed,540
333,120,car,industrial,central,2.66,18,Wednesday,0.73,clear,5.32,14.48,on_time,680
2195,141,bike,suburb,suburb,6.36,7,Thursday,0.34,fog,21.2,31.56,on_time,106
780,145,scooter,suburb,industrial,24.35,16,Monday,0.19,rain,60.88,95.55,delayed,537
774,142,scooter,central,central,10.86,8,Tuesday,0.74,clear,27.15,45.51,delayed,120
944,108,scooter,central,suburb,9.53,7,Sunday,0.34,clear,23.82,25.25,on_time,613
2468,103,car,tech_park,tech_park,9.55,2,Wednesday,0.48,rain,19.1,35.42,delayed,507
418,117,bike,tech_park,industrial,4.63,3,Friday,0.41,rain,15.43,36.75,delayed,68
2251,145,scooter,central,suburb,10.6,4,Sunday,0.4,clear,26.5,35.8,on_time,809
394,120,scooter,suburb,suburb,7.09,16,Monday,0.31,clear,17.72,20.55,on_time,210
373,149,scooter,central,central,18.15,12,Sunday,0.26,clear,45.37,58.07,on_time,366
2314,136,scooter,industrial,tech_park,13.03,10,Thursday,0.61,clear,32.57,212.14,delayed,317
1803,120,bike,industrial,suburb,7.43,7,Wednesday,0.22,clear,24.77,31.91,on_time,828
854,106,scooter,old_city,central,8.06,19,Friday,0.79,clear,20.15,41.69,delayed,452
1832,141,scooter,suburb,tech_park,18.62,21,Tuesday,0.24,rain,46.55,78.66,delayed,263
1539,100,bike,tech_park,central,12.84,1,Wednesday,0.19,clear,42.8,61.11,delayed,268
2303,102,bike,industrial,tech_park,11.66,14,Friday,0.41,clear,38.87,51.18,on_time,546
1300,120,scooter,old_city,tech_park,17.79,20,Saturday,0.34,clear,44.47,75.39,delayed,354
1216,118,car,tech_park,central,9.86,12,Wednesday,0.3,clear,19.72,40.85,delayed,781
656,132,scooter,central,old_city,16.34,6,Friday,0.59,clear,40.85,82.8,delayed,652
2127,138,scooter,industrial,suburb,23.81,23,Tuesday,0.23,clear,59.52,73.83,on_time,572
2122,147,scooter,old_city,industrial,16.39,1,Saturday,0.33,clear,40.98,62.32,delayed,795
2196,116,car,suburb,suburb,2.98,1,Thursday,0.55,clear,5.96,6.81,on_time,158
87,117,scooter,tech_park,old_city,9.06,1,Wednesday,0.36,clear,22.65,43.2,delayed,255
813,122,scooter,old_city,old_city,17.87,12,Monday,0.53,rain,44.67,97.3,delayed,250
1288,125,bike,central,tech_park,22.88,22,Sunday,0.46,clear,76.27,111.02,delayed,182
339,142,bike,tech_park,suburb,3.03,19,Thursday,0.71,clear,10.1,19.48,on_time,981
1881,145,car,central,old_city,23.8,9,Friday,0.66,rain,47.6,125.74,delayed,750
1721,116,scooter,old_city,central,4.04,15,Thursday,0.41,clear,10.1,12.26,on_time,174
1618,134,scooter,central,suburb,21.95,0,Friday,0.37,clear,54.87,71.74,delayed,418
650,137,scooter,central,industrial,21.75,10,Friday,0.71,clear,54.38,84.93,delayed,953
851,143,bike,old_city,old_city,8.41,12,Friday,0.41,clear,28.03,45.38,delayed,893
1080,116,bike,suburb,central,18.23,22,Thursday,0.59,clear,60.77,86.55,delayed,380
226,114,scooter,suburb,tech_park,17.29,1,Wednesday,0.28,clear,43.22,55.89,on_time,147
134,140,car,old_city,industrial,23.77,21,Thursday,0.4,clear,47.54,81.14,delayed,233
1717,106,scooter,industrial,industrial,18.66,20,Monday,0.22,fog,46.65,68.67,delayed,151
2017,121,scooter,old_city,tech_park,15.78,14,Wednesday,0.55,fog,39.45,287.47,delayed,920
2437,131,scooter,tech_park,industrial,9.86,12,Sunday,0.33,fog,24.65,34.45,on_time,977
1537,143,car,central,old_city,5.38,11,Thursday,0.27,clear,10.76,10.22,on_time,83
1837,115,scooter,industrial,central,19.26,5,Saturday,0.38,clear,48.15,218.87,delayed,339
1208,133,bike,old_city,suburb,8.18,20,Saturday,0.58,rain,27.27,70.06,delayed,516
1402,121,scooter,industrial,industrial,2.19,5,Thursday,0.37,fog,5.47,7.22,on_time,300
1679,114,scooter,old_city,suburb,8.09,10,Wednesday,0.8,rain,20.22,64.46,delayed,585
140,124,scooter,central,central,6.18,15,Saturday,0.41,clear,15.45,24.32,on_time,249
208,133,bike,suburb,suburb,15.73,22,Saturday,0.56,rain,52.43,207.24,delayed,888
645,106,car,old_city,central,23.32,8,Tuesday,0.61,clear,46.64,87.24,delayed,415
2420,105,car,suburb,tech_park,1.83,17,Monday,0.65,clear,3.66,1.02,on_time,550
1098,107,bike,industrial,suburb,19.46,17,Thursday,0.8,clear,64.87,119.02,delayed,972
1286,131,bike,suburb,industrial,8.61,9,Tuesday,0.79,rain,28.7,68.11,delayed,662
633,122,bike,tech_park,central,21.29,6,Wednesday,0.32,rain,70.97,119.56,delayed,872
545,147,bike,suburb,tech_park,9.53,20,Friday,0.4,clear,31.77,50.91,delayed,685
596,114,bike,tech_park,tech_park,19.15,17,Wednesday,0.53,clear,63.83,98.12,delayed,417
236,122,car,suburb,suburb,7.22,18,Tuesday,0.59,clear,14.44,24.21,on_time,329
404,122,scooter,tech_park,industrial,20.77,4,Monday,0.51,clear,51.92,68.88,delayed,991
934,109,scooter,industrial,central,15.41,16,Saturday,0.24,clear,38.52,49.14,on_time,499
651,128,car,old_city,suburb,19.96,13,Thursday,0.54,clear,39.92,77.89,delayed,85
1808,113,car,suburb,central,2.58,10,Tuesday,0.91,clear,5.16,21.38,delayed,965
953,149,bike,central,suburb,2.34,6,Saturday,0.5,clear,7.8,,early,995
413,145,bike,old_city,central,7.02,22,Tuesday,0.57,clear,23.4,43.18,delayed,193
505,113,bike,old_city,tech_park,8.97,23,Monday,0.61,clear,29.9,61.01,delayed,802
490,133,bike,suburb,central,3.91,18,Monday,0.79,clear,13.03,27.17,on_time,135
1093,101,scooter,industrial,old_city,8.09,16,Thursday,0.33,clear,20.22,16.56,on_time,135
1178,136,bike,industrial,central,17.87,0,Sunday,0.38,clear,59.57,83.12,delayed,535
183,141,scooter,central,suburb,18.82,13,Sunday,0.49,clear,47.05,78.3,delayed,263
1778,131,bike,old_city,old_city,17.29,20,Thursday,0.49,clear,57.63,97.63,delayed,46
1587,132,car,industrial,suburb,23.68,4,Saturday,0.34,fog,47.36,70.94,delayed,503
783,136,bike,suburb,industrial,,15,Monday,0.24,clear,22.37,26.01,on_time,348
2331,137,bike,tech_park,suburb,19.25,19,Tuesday,0.76,clear,64.17,115.12,delayed,844
2226,111,bike,suburb,tech_park,9.1,3,Tuesday,0.43,clear,30.33,42.0,on_time,433
1436,108,scooter,central,suburb,13.46,22,Sunday,0.44,clear,33.65,48.85,delayed,616
473,102,scooter,suburb,industrial,2.66,0,Friday,0.39,clear,6.65,10.67,on_time,769
107,137,scooter,tech_park,central,15.23,13,Friday,0.39,,38.07,55.63,delayed,290
528,114,car,suburb,central,6.8,8,Sunday,0.83,,13.6,26.71,on_time,703
1782,148,scooter,suburb,old_city,12.37,2,Sunday,0.45,rain,30.92,67.62,delayed,168
1444,145,bike,suburb,tech_park,8.82,19,Sunday,0.71,clear,29.4,35.1,on_time,214
833,130,scooter,tech_park,industrial,23.26,0,Monday,0.33,clear,58.15,85.6,delayed,59
525,130,scooter,old_city,suburb,4.15,8,Wednesday,0.74,clear,10.38,25.69,delayed,187
895,122,bike,old_city,tech_park,19.5,18,Tuesday,0.61,rain,65.0,162.58,delayed,44
355,116,car,old_city,central,12.24,11,Sunday,0.32,clear,24.48,34.89,on_time,829
933,106,bike,tech_park,central,4.89,13,Tuesday,0.59,clear,16.3,25.18,on_time,102
2344,110,car,suburb,central,18.26,13,Friday,0.52,rain,36.52,73.83,delayed,898
770,100,bike,tech_park,central,3.28,3,Friday,0.49,clear,10.93,10.62,on_time,702
504,108,car,old_city,old_city,20.91,4,Tuesday,0.61,fog,41.82,93.24,delayed,397
941,105,bike,old_city,old_city,7.44,11,Saturday,0.48,rain,24.8,69.08,delayed,416
1855,126,bike,suburb,tech_park,12.13,20,Tuesday,0.32,rain,40.43,71.1,delayed,478
798,133,bike,industrial,central,5.04,9,Wednesday,0.66,clear,16.8,28.71,on_time,748
2367,141,scooter,industrial,tech_park,9.33,5,Friday,0.39,fog,23.32,39.74,delayed,166
341,130,scooter,old_city,old_city,2.61,22,Thursday,0.6,fog,6.52,13.37,on_time,975
385,143,bike,suburb,old_city,9.74,3,Sunday,0.12,clear,32.47,51.46,delayed,732
16,147,scooter,central,old_city,13.2,15,Friday,0.46,clear,33.0,58.9,delayed,375
2194,110,bike,tech_park,suburb,19.71,5,Tuesday,0.29000000000000004,rain,65.7,101.17,delayed,94
1322,128,scooter,tech_park,tech_park,12.42,15,Sunday,0.46,clear,31.05,53.34,delayed,31
2272,139,scooter,suburb,suburb,19.95,6,Saturday,0.31,rain,49.87,84.39,delayed,503
2380,125,scooter,old_city,central,20.41,6,Saturday,0.37,rain,51.02,112.08,delayed,372
180,121,scooter,old_city,tech_park,18.47,1,Friday,0.33,fog,46.17,87.25,delayed,492
1799,143,scooter,old_city,central,23.52,5,Saturday,0.15,clear,58.8,85.25,delayed,507
474,120,bike,central,central,5.72,14,Tuesday,0.56,clear,19.07,24.14,on_time,61
141,101,scooter,central,central,10.77,15,Friday,0.5,rain,26.92,51.27,delayed,523
